Rank,Ranking,Combo,Stock 1,Sector 1,Stock 2,Sector 2,Stock 3,Sector 3,Stock 4,Sector 4,2025,2024,2023,2022,2021,Worst Year,Worst Year %,Best Year,Best Year %,Starting Value ($),Ending Value ($),Total Profit ($),Total Return %,5Y CAGR %,Ranking Start Year,Ranking End Year
163,Best Worst Year,MPC + HDB + LLY + HWM,MPC,Energy,HDB,Finance,LLY,Health Care,HWM,Industrials,40.80801963417814,32.052664352785115,32.342908675115176,38.12123624674693,32.36589798943212,2024,32.052664352785115,2025,40.80801963417814,100000.0,488993.12316575565,388993.12316575565,388.9931231657556,37.360084815060816,2021,2025
164,Best Worst Year,WMT + MPC + HSBC + LLY,WMT,Consumer Discretionary,MPC,Energy,HSBC,Finance,LLY,Health Care,37.953259206137496,34.43047489032063,35.92497739844087,32.05147306448291,37.453350224783755,2022,32.05147306448291,2025,37.953259206137496,100000.0,444244.8910565565,344244.8910565565,344.24489105655647,34.74867034264706,2021,2025
165,Best Worst Year,CNQ + PGR + LLY + HWM,CNQ,Energy,PGR,Finance,LLY,Health Care,HWM,Industrials,34.444584820767936,46.52239592158302,36.407915103113915,32.02840158607812,43.036496677583486,2022,32.02840158607812,2024,46.52239592158302,100000.0,503415.3262060931,403415.3262060931,403.4153262060931,38.16094232022167,2021,2025
166,Best Worst Year,MPC + SMFG + LLY + GE,MPC,Energy,SMFG,Finance,LLY,Health Care,GE,Technology,45.175653650994704,37.24472225038616,51.944938359394136,32.017433920236364,36.70331191334493,2022,32.017433920236364,2023,51.944938359394136,100000.0,508435.4732055082,408435.4732055082,408.4354732055082,38.435402794099026,2021,2025
167,Best Worst Year,MPC + CB + MCK + AVGO,MPC,Energy,CB,Finance,MCK,Health Care,AVGO,Technology,32.01185763196155,38.499171512946276,40.7437120849286,35.28630225284634,47.39048853615678,2025,32.01185763196155,2021,47.39048853615678,100000.0,507589.54333352286,407589.54333352286,407.58954333352284,38.38930661750324,2021,2025
168,Best Worst Year,SBUX + MPC + LLY + HWM,SBUX,Consumer Discretionary,MPC,Energy,LLY,Health Care,HWM,Industrials,35.525932603056205,32.36785659646962,32.00613550993134,32.96667089128287,37.47468259350646,2023,32.00613550993134,2021,37.47468259350646,100000.0,483798.69706787204,383798.69706787204,383.798697067872,37.06700992696162,2021,2025
169,Best Worst Year,MPC + COF + MCK + HWM,MPC,Energy,COF,Finance,MCK,Health Care,HWM,Industrials,47.32795509316003,40.14095576057642,34.188468105922226,32.00403416483078,41.555573200566435,2022,32.00403416483078,2025,47.32795509316003,100000.0,482617.80700076296,382617.80700076296,382.617807000763,37.00003193129937,2021,2025
170,Best Worst Year,VLO + LLY + HWM + ADI,VLO,Energy,LLY,Health Care,HWM,Industrials,ADI,Technology,48.73163734701348,35.46612501809416,31.99204085592545,32.11548393808193,34.742407447383655,2023,31.99204085592545,2025,48.73163734701348,100000.0,486134.1315823956,386134.1315823956,386.1341315823956,37.19908746458871,2021,2025
171,Best Worst Year,WMT + MPC + LLY + CAT,WMT,Consumer Discretionary,MPC,Energy,LLY,Health Care,CAT,Industrials,36.052297699389285,31.973933992664254,32.54984681160854,34.753272092999694,36.25093895044411,2024,31.973933992664254,2021,36.25093895044411,100000.0,428298.9909805731,328298.9909805731,328.2989909805731,33.76713029407927,2021,2025
172,Best Worst Year,SCCO + XOM + MCK + ANET,SCCO,Basic Materials,XOM,Energy,MCK,Health Care,ANET,Telecommunications,36.40326811221191,33.0207385893643,40.493365645014464,31.954629485856735,49.75269191387832,2022,31.954629485856735,2021,49.75269191387832,100000.0,461868.0694089164,361868.0694089164,361.8680694089164,35.801193811639706,2021,2025
173,Best Worst Year,VLO + PGR + LLY + HWM,VLO,Energy,PGR,Finance,LLY,Health Care,HWM,Industrials,40.5380888152813,46.11045217999691,31.942444026612762,40.045298526898655,32.21118724251251,2023,31.942444026612762,2024,46.11045217999691,100000.0,499587.170626216,399587.170626216,399.587170626216,37.950174900476185,2021,2025
174,Best Worst Year,MPC + LLY + RTX + AVGO,MPC,Energy,LLY,Health Care,RTX,Industrials,AVGO,Technology,42.87216582813761,45.124916119598524,45.27877286699791,31.905594777783094,51.70766939017514,2022,31.905594777783094,2021,51.70766939017514,100000.0,571304.401675821,471304.40167582105,471.30440167582105,41.70119540993924,2021,2025
175,Best Worst Year,MPC + MFG + LLY + ORCL,MPC,Energy,MFG,Finance,LLY,Health Care,ORCL,Technology,32.50022255609948,34.27520287664651,35.859384831711495,31.90117114902872,40.99220324561446,2022,31.90117114902872,2021,40.99220324561446,100000.0,436511.51804250095,336511.51804250095,336.51151804250094,34.27623069494319,2021,2025
176,Best Worst Year,XOM + VRTX + HWM + ANET,XOM,Energy,VRTX,Health Care,HWM,Industrials,ANET,Telecommunications,33.764511642951916,50.1665159049429,41.63839938278154,31.87353711483111,40.01330116062287,2022,31.87353711483111,2024,50.1665159049429,100000.0,499680.60743241664,399680.60743241664,399.68060743241665,37.955334624478375,2021,2025
177,Best Worst Year,XOM + MRK + HWM + AVGO,XOM,Energy,MRK,Health Care,HWM,Industrials,AVGO,Technology,41.08799802938048,54.549984485809034,34.19326452551745,36.93143627793041,31.87226429571346,2021,31.87226429571346,2024,54.549984485809034,100000.0,530528.0056407449,430528.00564074493,430.52800564074494,39.618080487569294,2021,2025
178,Best Worst Year,MPC + SAN + MCK + HWM,MPC,Energy,SAN,Finance,MCK,Health Care,HWM,Industrials,78.32155014686137,34.343527487398504,34.65620191954016,38.996599621225556,31.825904626116884,2021,31.825904626116884,2025,78.32155014686137,100000.0,528972.6259405876,428972.6259405876,428.97262594058765,39.5361190310799,2021,2025
179,Best Worst Year,MPC + BBVA + ABBV + HWM,MPC,Energy,BBVA,Finance,ABBV,Health Care,HWM,Industrials,73.54897363139136,32.92608896416925,32.636764078529,36.222894829804694,31.789379466111082,2021,31.789379466111082,2025,73.54897363139136,100000.0,517203.96161467826,417203.96161467826,417.20396161467824,38.9096344868405,2021,2025
180,Best Worst Year,AEM + XOM + MCK + AVGO,AEM,Basic Materials,XOM,Energy,MCK,Health Care,AVGO,Technology,57.67029331901388,47.866396402613105,32.75881203045034,31.7592527637914,33.869531877364935,2022,31.7592527637914,2025,57.67029331901388,100000.0,498588.4086342065,398588.4086342065,398.58840863420653,37.894973442168855,2021,2025
181,Best Worst Year,XOM + LLY + CAT + AVGO,XOM,Energy,LLY,Health Care,CAT,Industrials,AVGO,Technology,41.79007834059966,44.92856399043629,46.19512062121736,31.748402706855543,49.02305033216541,2022,31.748402706855543,2021,49.02305033216541,100000.0,563179.3368182398,463179.33681823977,463.17933681823973,41.29582919027512,2021,2025
182,Best Worst Year,CVX + BBVA + LLY + HWM,CVX,Energy,BBVA,Finance,LLY,Health Care,HWM,Industrials,73.0746910090298,37.87243270131882,36.89952222619383,31.744693094390968,36.512448892612746,2022,31.744693094390968,2025,73.0746910090298,100000.0,563856.8959005409,463856.89590054087,463.85689590054085,41.32981134386051,2021,2025
183,Best Worst Year,PBR + IBN + LLY + HWM,PBR,Energy,IBN,Finance,LLY,Health Care,HWM,Industrials,31.933011048630416,40.017745689989326,49.434946850280475,31.730401896025334,32.937909167727476,2022,31.730401896025334,2023,49.434946850280475,100000.0,488178.72127354046,388178.72127354046,388.1787212735405,37.314300567347836,2021,2025
184,Best Worst Year,RIO + XOM + LLY + AVGO,RIO,Basic Materials,XOM,Energy,LLY,Health Care,AVGO,Technology,37.83028598967172,34.92438119827215,42.4725708759463,31.717659299655168,44.935051534919864,2022,31.717659299655168,2021,44.935051534919864,100000.0,516711.73441364104,416711.73441364104,416.711734413641,38.883184130777806,2021,2025
185,Best Worst Year,COST + XOM + LLY + HWM,COST,Consumer Discretionary,XOM,Energy,LLY,Health Care,HWM,Industrials,34.69545879483586,46.72268726805108,35.37297917191528,31.69487887853866,46.787173746242196,2022,31.69487887853866,2021,46.787173746242196,100000.0,499502.7717388922,399502.7717388922,399.5027717388922,37.94551360058862,2021,2025
186,Best Worst Year,VLO + SAN + LLY + HWM,VLO,Energy,SAN,Finance,LLY,Health Care,HWM,Industrials,81.69866475082355,37.025059453910565,37.70041229183387,31.687902644789162,32.10175422292424,2022,31.687902644789162,2025,81.69866475082355,100000.0,549457.5171398903,449457.51713989035,449.45751713989034,40.60048664773224,2021,2025
187,Best Worst Year,MPC + WFC + VRTX + HWM,MPC,Energy,WFC,Finance,VRTX,Health Care,HWM,Industrials,38.81861012246158,36.02438277349259,33.03416149697912,32.59198346471846,31.68446266273752,2021,31.68446266273752,2025,38.81861012246158,100000.0,428673.7243884259,328673.7243884259,328.6737243884259,33.79052959210193,2021,2025
188,Best Worst Year,VLO + MUFG + LLY + ORCL,VLO,Energy,MUFG,Finance,LLY,Health Care,ORCL,Technology,33.33184688731964,32.60748616218379,31.69961261026026,31.681124428084246,41.617965603374266,2022,31.681124428084246,2021,41.617965603374266,100000.0,428684.587154842,328684.587154842,328.68458715484195,33.79120764650925,2021,2025
189,Best Worst Year,XOM + CB + LLY + GE,XOM,Energy,CB,Finance,LLY,Health Care,GE,Technology,38.91482143970934,33.31863231174088,38.63897731216927,31.67799348763905,40.29690638813969,2022,31.67799348763905,2021,40.29690638813969,100000.0,457734.86923231685,357734.86923231685,357.73486923231684,35.5572654736517,2021,2025
190,Best Worst Year,MPC + VRTX + HWM + ANET,MPC,Energy,VRTX,Health Care,HWM,Industrials,ANET,Telecommunications,34.56254752291751,46.337051934185055,50.81881463519596,31.676959703293676,40.86971175221419,2022,31.676959703293676,2023,50.81881463519596,100000.0,522424.89704708115,422424.89704708115,422.4248970470812,39.18895464678829,2021,2025
191,Best Worst Year,V + COP + LLY + HWM,V,Consumer Discretionary,COP,Energy,LLY,Health Care,HWM,Industrials,34.404135499624395,36.539369611908704,31.760161331577685,31.676829120096052,41.00958924338577,2022,31.676829120096052,2021,41.00958924338577,100000.0,461359.24066637724,361359.24066637724,361.3592406663773,35.771258847299194,2021,2025
192,Best Worst Year,XOM + MRK + HWM + ANET,XOM,Energy,MRK,Health Care,HWM,Industrials,ANET,Telecommunications,33.06650668310161,48.858942865571905,31.66595653734589,36.353197675307,42.22276948470713,2023,31.66595653734589,2024,48.858942865571905,100000.0,491238.32417026476,391238.32417026476,391.2383241702647,37.485990941216095,2021,2025
193,Best Worst Year,MPC + MCK + HWM + GE,MPC,Energy,MCK,Health Care,HWM,Industrials,GE,Technology,59.349795085058574,46.7870891329885,47.03684496220765,37.921438609367286,31.646877131692595,2021,31.646877131692595,2025,59.349795085058574,100000.0,561914.200440781,461914.20044078096,461.9142004407809,41.232290162765395,2021,2025
194,Best Worst Year,XOM + SMFG + LLY + AVGO,XOM,Energy,SMFG,Finance,LLY,Health Care,AVGO,Technology,35.60242839887988,52.49104200784066,44.88249769028012,31.627406892549885,47.54679866372068,2022,31.627406892549885,2024,52.49104200784066,100000.0,559009.5612302874,459009.5612302874,459.0095612302874,41.085976114273514,2021,2025
195,Best Worst Year,MPC + LLY + HWM + T,MPC,Energy,LLY,Health Care,HWM,Industrials,T,Telecommunications,40.3366230335751,44.01265911331347,31.619647782583414,37.87787700228793,33.213042744221895,2023,31.619647782583414,2024,44.01265911331347,100000.0,501787.8207688863,401787.8207688863,401.7878207688863,38.071493700798875,2021,2025
196,Best Worst Year,VLO + LLY + HWM + IBM,VLO,Energy,LLY,Health Care,HWM,Industrials,IBM,Technology,50.850104142862364,43.07986481234359,31.615164653491973,36.002794809979186,33.66461479469245,2023,31.615164653491973,2025,50.850104142862364,100000.0,511735.8278903851,411735.8278903851,411.73582789038517,38.61466024523623,2021,2025
197,Best Worst Year,COP + BBVA + MCK + HWM,COP,Energy,BBVA,Finance,MCK,Health Care,HWM,Industrials,71.03749123608954,32.101965137101686,31.609826608348165,39.44354374373634,41.139724639298684,2023,31.609826608348165,2025,71.03749123608954,100000.0,531912.4478605001,431912.4478605001,431.91244786050004,39.69087276803644,2021,2025
198,Best Worst Year,MPC + PGR + HWM + KLAC,MPC,Energy,PGR,Finance,HWM,Industrials,KLAC,Technology,49.64572489774554,39.85104117050567,36.87698508131277,31.599042122269722,37.89032216260479,2022,31.599042122269722,2025,49.64572489774554,100000.0,481450.14520694927,381450.14520694927,381.4501452069493,36.93367518263775,2021,2025
199,Best Worst Year,MPC + HDB + MCK + AVGO,MPC,Energy,HDB,Finance,MCK,Health Care,AVGO,Technology,32.55200054898696,31.592681094372434,39.73518339486806,33.15408027066858,38.105945350884724,2024,31.592681094372434,2023,39.73518339486806,100000.0,480404.2712318968,380404.2712318968,380.4042712318968,36.87413008700786,2021,2025
200,Best Worst Year,AEM + MPC + MCK + AVGO,AEM,Basic Materials,MPC,Energy,MCK,Health Care,AVGO,Technology,58.468329198979475,44.03693243185526,41.93922728286476,31.56267535225397,34.72594246895625,2022,31.56267535225397,2025,58.468329198979475,100000.0,521332.698248871,421332.698248871,421.33269824887105,39.13070730886452,2021,2025
